ID,NombreEmpleado,Departamento,Cargo,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,Año,Notas,Oficina,TipoContrato,Sexo
36145,Laura Laura Vargas Ramirez,Comercial / Ventas,Key Account Manager,1257,470,36,460,1763,2223,2025,,Planta Industrial,Part-Time,femenino
36146,Ricardo Juan Flores Ramirez,Operaciones (Supply),Analista de Calidad,1084,1298,450,335,2832,3167,2025,,Oficina Regional,Part-Time,masculino
36147,Victor Ricardo Ramirez Sanchez,Logistica,Planificador de Demanda,1796,994,193,756,2983,3739,2025,,Oficinas Administrativas,Part-Time,masculino
36148,Victor Pedro Morales Mendoza,Marketing,Brand Manager,4042,1391,276,1276,5709,6985,2025,,Planta Industrial (Matriz),Full-Time,masculino
36149,Pedro Alberto Morales Ortega,Logistica,Gestor de Flota,3163,1100,789,205,5052,5257,2025,,Planta Industrial,,masculino
36150,Andres Julio Martinez Rodriguez,Comercial / Ventas,Preventista (BEES),1948,1216,519,1337,3683,5020,2025,,Oficinas Administrativas,,masculino
36151,Andres Alberto Vargas Diaz,Comercial / Ventas,Key Account Manager,3444,1234,495,616,5173,5789,2025,,Planta Industrial,Full-Time,masculino
36152,Andres Carlos Vargas Flores,Comercial / Ventas,Preventista (BEES),4239,989,392,1146,5620,6766,2025,,Oficinas Administrativas,,masculino
36153,Jorge Mario Vargas Perez,Operaciones (Supply),Maestro Cervecero,2954,933,409,,4296,4296,2025,,Planta Industrial (Matriz),Part-Time,masculino
36154,Ana Patricia Lopez Castro,Sostenibilidad,Coordinador de Agro,900,833,419,910,2152,3062,2025,,Oficinas Administrativas,,femenino
36155,Valentina Camila Gonzalez Ortega,Logistica,Planificador de Demanda,1872,1405,193,491,3470,3961,2025,,Planta Industrial (Matriz),Part-Time,femenino
36156,Claudia Paula Herrera Ramirez,Finanzas,Controller Financiero,1587,750,951,234,3288,3522,2025,,Centros de Distribucion,Full-Time,femenino
36157,Fernando Jorge Sanchez Herrera,Comercial / Ventas,Preventista (BEES),4489,1034,649,511,6172,6683,2025,,Oficina Regional,,masculino
36158,Maria Silvia Suarez Vargas,Sostenibilidad,Coordinador de Agro,4679,1440,470,825,6589,7414,2025,,Oficinas Administrativas,Full-Time,femenino
36159,Hugo Jose Castro Herrera,Logistica,Gestor de Flota,2532,848,592,933,3972,4905,2025,,Planta Industrial (Matriz),Part-Time,masculino
36160,Monica Camila Suarez Suarez,Marketing,Brand Manager,3320,154,413,479,3887,4366,2025,,Oficina Regional,,femenino
36161,Veronica Patricia Sanchez Ramirez,Operaciones (Supply),Operador de Envasado,1625,208,480,315,2313,2628,2025,,Planta Industrial,Full-Time,femenino
36162,Mario Eduardo Herrera Lopez,Marketing,Brand Manager,4986,522,234,427,5742,6169,2025,,Oficinas Administrativas,Full-Time,masculino
36163,Ana Ana Sanchez Morales,Finanzas,Controller Financiero,3308,245,861,912,4414,5326,2025,,Oficina Regional,Part-Time,femenino
36164,Laura Gabriela Ramirez Rojas,Logistica,Planificador de Demanda,4095,762,583,572,5440,6012,2025,,Oficinas Administrativas,Full-Time,femenino
36165,Diego Jose Suarez Suarez,Logistica,Gestor de Flota,2379,1404,470,433,4253,4686,2025,,Planta Industrial (Matriz),Part-Time,masculino
36166,Valentina Carmen Suarez Lopez,Finanzas,Controller Financiero,1278,492,277,1233,2047,3280,2025,,Oficina Regional,Full-Time,femenino
36167,Patricia Natalia Perez Garcia,Tecnologia (Tech),Analista de Datos,2238,467,797,453,3502,3955,2025,,Planta Industrial,Part-Time,femenino
36168,Carmen Silvia Herrera Delgado,Operaciones (Supply),Maestro Cervecero,3677,1440,7,1100,5124,6224,2025,,Oficina Regional,,femenino
36169,Claudia Daniela Rodriguez Torres,People (RRHH),Reclutador (Trainee),2590,1130,13,1023,3733,4756,2025,,Oficinas Administrativas,Part-Time,femenino
36170,Ricardo Andres Ramirez Vargas,Comercial / Ventas,Preventista (BEES),2184,1048,768,574,4000,4574,2025,,Oficina Regional,Part-Time,masculino
36171,Valentina Andrea Herrera Mendoza,Operaciones (Supply),Analista de Calidad,1984,343,848,600,3175,3775,2025,,Planta Industrial (Matriz),Full-Time,femenino
36172,Juan Jose Garcia Gonzalez,Finanzas,Controller Financiero,1818,1458,372,1078,3648,4726,2025,,Planta Industrial (Matriz),Part-Time,masculino
36173,Elena Maria Sanchez Garcia,Operaciones (Supply),Maestro Cervecero,2054,348,198,367,2600,2967,2025,,Centros de Distribucion,Full-Time,femenino
36174,Lucia Carmen Castro Garcia,Operaciones (Supply),Analista de Calidad,1856,1035,55,339,2946,3285,2025,,Planta Industrial (Matriz),Full-Time,femenino
36175,Fernando Luis Diaz Sanchez,Marketing,Trade Marketing,2943,681,949,1387,4573,5960,2025,,Oficinas Administrativas,,masculino
36176,Natalia Rosa Rojas Martinez,Operaciones (Supply),Analista de Calidad,3020,701,573,,4294,4294,2025,,Planta Industrial (Matriz),Part-Time,femenino
36177,Daniela Monica Torres Torres,Marketing,Trade Marketing,3627,750,327,,4704,4704,2025,,Planta Industrial (Matriz),Full-Time,femenino
36178,Lucia Gabriela Martinez Morales,People (RRHH),Business Partner,1128,951,454,700,2533,3233,2025,,Oficinas Administrativas,Part-Time,femenino
36179,Sofia Laura Diaz Martinez,Logistica,Gestor de Flota,3907,1354,694,664,5955,6619,2025,,Planta Industrial (Matriz),Part-Time,femenino
36180,Ricardo Victor Martinez Ramirez,Tecnologia (Tech),Analista de Datos,1819,1315,544,1152,3678,4830,2025,,Oficinas Administrativas,Part-Time,masculino
36181,Luis Pedro Mendoza Torres,Finanzas,Controller Financiero,3567,713,211,471,4491,4962,2025,,Centros de Distribucion,Part-Time,masculino
36182,Lucia Camila Morales Castro,Tecnologia (Tech),Analista de Datos,3870,808,92,1258,4770,6028,2025,,Planta Industrial,Full-Time,femenino
36183,Rosa Carmen Rojas Gonzalez,Comercial / Ventas,Key Account Manager,1656,142,178,206,1976,2182,2025,,Planta Industrial,Full-Time,femenino
36184,Carmen Maria Castro Herrera,Logistica,Planificador de Demanda,3293,159,566,,4018,4018,2025,,Centros de Distribucion,Full-Time,femenino
36185,Valentina Elena Perez Castro,Marketing,Brand Manager,3124,1329,363,1215,4816,6031,2025,,Centros de Distribucion,Part-Time,femenino
36186,Rosa Sofia Gonzalez Rojas,Tecnologia (Tech),Analista de Datos,1523,1427,558,587,3508,4095,2025,,Oficina Regional,Part-Time,femenino
36187,Raul Eduardo Rodriguez Herrera,Sostenibilidad,Coordinador de Agro,2900,1467,988,323,5355,5678,2025,,Planta Industrial (Matriz),Part-Time,masculino
36188,Eduardo Victor Ortega Morales,Comercial / Ventas,Key Account Manager,3227,1471,142,,4840,4840,2025,,Planta Industrial (Matriz),Full-Time,masculino
36189,Rafael Eduardo Martinez Rojas,Finanzas,Controller Financiero,2645,972,340,1283,3957,5240,2025,,Centros de Distribucion,Full-Time,masculino
36190,Rafael Diego Ortega Gonzalez,Comercial / Ventas,Preventista (BEES),4218,284,36,1252,4538,5790,2025,,Oficina Regional,Part-Time,masculino
36191,Juan Jose Castro Gonzalez,Marketing,Trade Marketing,3746,546,529,1360,4821,6181,2025,,Centros de Distribucion,Full-Time,masculino
36192,Monica Valentina Ortega Flores,Operaciones (Supply),Analista de Calidad,3057,427,360,583,3844,4427,2025,,Oficinas Administrativas,Full-Time,femenino
36193,Laura Monica Ramirez Diaz,People (RRHH),Reclutador (Trainee),2441,768,577,803,3786,4589,2025,,Oficinas Administrativas,Part-Time,femenino
36194,Gabriela Gabriela Garcia Lopez,Operaciones (Supply),Maestro Cervecero,3383,1103,575,1007,5061,6068,2025,,Oficinas Administrativas,Full-Time,femenino
36195,Sofia Gabriela Sanchez Rojas,Operaciones (Supply),Operador de Envasado,1921,525,310,702,2756,3458,2025,,Oficinas Administrativas,Full-Time,femenino
36196,Fernando Diego Suarez Perez,Tecnologia (Tech),Analista de Datos,4326,743,298,1425,5367,6792,2025,,Oficinas Administrativas,Full-Time,masculino
36197,Jorge Jorge Delgado Sanchez,Sostenibilidad,Coordinador de Agro,4918,1075,390,1299,6383,7682,2025,,Planta Industrial,,masculino
36198,Mario Carlos Castro Perez,Marketing,Trade Marketing,2325,1424,180,659,3929,4588,2025,,Planta Industrial,Part-Time,masculino
36199,Gabriela Veronica Vargas Delgado,People (RRHH),Reclutador (Trainee),3320,997,39,417,4356,4773,2025,,Centros de Distribucion,Part-Time,femenino
36200,Valentina Sofia Delgado Diaz,Marketing,Trade Marketing,2289,289,317,234,2895,3129,2025,,Oficina Regional,Part-Time,femenino
36201,Alberto Hugo Herrera Rodriguez,Finanzas,Controller Financiero,4426,734,640,637,5800,6437,2025,,Planta Industrial (Matriz),Full-Time,masculino
36202,Ricardo Raul Mendoza Ortega,Operaciones (Supply),Operador de Envasado,1678,913,435,760,3026,3786,2025,,Planta Industrial (Matriz),Part-Time,masculino
36203,Ana Lucia Rodriguez Rojas,People (RRHH),Business Partner,2395,294,466,1243,3155,4398,2025,,Oficinas Administrativas,Part-Time,femenino
36204,Silvia Daniela Ortega Delgado,Logistica,Gestor de Flota,968,607,884,1121,2459,3580,2025,,Planta Industrial,Full-Time,femenino
36205,Jose Miguel Morales Ramirez,Marketing,Brand Manager,3280,1272,233,789,4785,5574,2025,,Planta Industrial,,masculino
36206,Fernando Pedro Vargas Delgado,Sostenibilidad,Coordinador de Agro,4309,1048,810,1390,6167,7557,2025,,Centros de Distribucion,Full-Time,masculino
36207,Patricia Lucia Mendoza Sanchez,Comercial / Ventas,Preventista (BEES),4541,442,859,939,5842,6781,2025,,Oficinas Administrativas,Full-Time,femenino
36208,Raul Eduardo Lopez Perez,People (RRHH),Business Partner,1668,1224,606,,3498,3498,2025,,Planta Industrial,Part-Time,masculino
36209,Elena Sofia Herrera Perez,Sostenibilidad,Coordinador de Agro,1085,450,128,813,1663,2476,2025,,Oficinas Administrativas,,femenino
36210,Monica Patricia Castro Flores,Marketing,Brand Manager,4810,1461,982,1387,7253,8640,2025,,Oficinas Administrativas,,femenino
36211,Paula Andrea Ortega Rodriguez,Operaciones (Supply),Maestro Cervecero,4685,351,577,595,5613,6208,2025,,Planta Industrial (Matriz),,femenino
36212,Luis Luis Ortega Perez,Operaciones (Supply),Operador de Envasado,3658,1369,245,677,5272,5949,2025,,Planta Industrial,Full-Time,masculino
36213,Ana Gabriela Rojas Flores,Tecnologia (Tech),Analista de Datos,1663,1135,340,1092,3138,4230,2025,,Oficinas Administrativas,Part-Time,femenino
36214,Valentina Veronica Delgado Garcia,Tecnologia (Tech),Analista de Datos,3492,895,49,975,4436,5411,2025,,Oficina Regional,Part-Time,femenino
36215,Julio Rafael Rodriguez Delgado,Logistica,Planificador de Demanda,2902,179,288,977,3369,4346,2025,,Centros de Distribucion,Part-Time,masculino
36216,Elena Silvia Gonzalez Suarez,Tecnologia (Tech),Analista de Datos,1552,334,225,546,2111,2657,2025,,Oficina Regional,Full-Time,femenino
36217,Sergio Luis Morales Delgado,Tecnologia (Tech),Analista de Datos,4073,357,813,444,5243,5687,2025,,Oficina Regional,Part-Time,masculino
36218,Claudia Andrea Martinez Gonzalez,Sostenibilidad,Coordinador de Agro,4700,671,230,597,5601,6198,2025,,Planta Industrial,Part-Time,femenino
36219,Silvia Daniela Delgado Sanchez,Sostenibilidad,Coordinador de Agro,4488,197,449,370,5134,5504,2025,,Oficinas Administrativas,Part-Time,femenino
36220,Valentina Monica Torres Lopez,Marketing,Brand Manager,3232,,499,417,3731,4148,2025,,Planta Industrial (Matriz),Part-Time,femenino
36221,Daniela Sofia Ortega Suarez,Tecnologia (Tech),Analista de Datos,3035,1329,285,1347,4649,5996,2025,,Oficinas Administrativas,Full-Time,femenino
36222,Fernando Ricardo Delgado Diaz,Comercial / Ventas,Preventista (BEES),4744,453,274,1421,5471,6892,2025,,Oficinas Administrativas,Part-Time,masculino
36223,Rosa Camila Delgado Mendoza,Marketing,Brand Manager,3931,644,500,892,5075,5967,2025,,Centros de Distribucion,Part-Time,femenino
36224,Jorge Jose Ramirez Lopez,Marketing,Brand Manager,3498,531,830,814,4859,5673,2025,,Oficinas Administrativas,Full-Time,masculino
36225,Daniela Monica Lopez Mendoza,Sostenibilidad,Coordinador de Agro,2747,293,431,1071,3471,4542,2025,,Oficinas Administrativas,Full-Time,femenino
36226,Rosa Laura Ortega Ortega,People (RRHH),Reclutador (Trainee),2671,536,154,1398,3361,4759,2025,,Oficina Regional,Full-Time,femenino
36227,Carlos Pedro Vargas Rodriguez,Tecnologia (Tech),Analista de Datos,2040,338,163,846,2541,3387,2025,,Centros de Distribucion,Full-Time,masculino
36228,Hugo Andres Rodriguez Herrera,Operaciones (Supply),Maestro Cervecero,4572,1247,241,891,6060,6951,2025,,Centros de Distribucion,Part-Time,masculino
36229,Carmen Rosa Vargas Torres,Comercial / Ventas,Key Account Manager,4064,896,452,1449,5412,6861,2025,,Oficinas Administrativas,Part-Time,femenino
36230,Jose Julio Gonzalez Garcia,Tecnologia (Tech),Analista de Datos,884,171,848,537,1903,2440,2025,,Planta Industrial (Matriz),Full-Time,masculino
36231,Sofia Monica Diaz Diaz,Marketing,Trade Marketing,4433,1131,8,1154,5572,6726,2025,,Oficina Regional,Part-Time,femenino
36232,Natalia Andrea Flores Castro,Comercial / Ventas,Preventista (BEES),1521,580,718,1219,2819,4038,2025,,Centros de Distribucion,Full-Time,femenino
36233,Jorge Jorge Morales Diaz,Operaciones (Supply),Operador de Envasado,936,962,249,375,2147,2522,2025,,Oficina Regional,Full-Time,masculino
36234,Daniela Monica Castro Sanchez,Tecnologia (Tech),Analista de Datos,2818,890,270,826,3978,4804,2025,,Oficina Regional,Part-Time,femenino
36235,Sergio Mario Rojas Herrera,Sostenibilidad,Coordinador de Agro,3304,792,467,906,4563,5469,2025,,Centros de Distribucion,Full-Time,masculino
36236,Mario Sergio Gonzalez Lopez,Sostenibilidad,Coordinador de Agro,1979,748,544,617,3271,3888,2025,,Planta Industrial,Part-Time,masculino
36237,Maria Monica Garcia Perez,Operaciones (Supply),Maestro Cervecero,1031,616,576,630,2223,2853,2025,,Oficinas Administrativas,Part-Time,femenino
36238,Luis Raul Martinez Ortega,Operaciones (Supply),Maestro Cervecero,2713,528,665,871,3906,4777,2025,,Oficina Regional,Part-Time,masculino
36239,Daniela Veronica Martinez Rodriguez,Marketing,Brand Manager,3921,168,486,269,4575,4844,2025,,Planta Industrial,Part-Time,femenino
36240,Silvia Elena Perez Suarez,Marketing,Brand Manager,4944,181,288,507,5413,5920,2025,,Oficinas Administrativas,,femenino
36241,Sofia Natalia Ramirez Martinez,Operaciones (Supply),Operador de Envasado,1300,1045,802,1029,3147,4176,2025,,Planta Industrial,Part-Time,femenino
36242,Juan Diego Morales Mendoza,Finanzas,Controller Financiero,2798,1459,913,239,5170,5409,2025,,Planta Industrial,Part-Time,masculino
36243,Juan Pedro Martinez Diaz,People (RRHH),Reclutador (Trainee),2604,557,511,467,3672,4139,2025,,Oficinas Administrativas,Part-Time,masculino
36244,Miguel Fernando Vargas Perez,Operaciones (Supply),Operador de Envasado,2948,620,360,1188,3928,5116,2025,,Centros de Distribucion,Part-Time,masculino
36245,Monica Ana Delgado Martinez,Marketing,Brand Manager,1954,388,649,848,2991,3839,2025,,Centros de Distribucion,Part-Time,femenino
36246,Mario Mario Perez Perez,Marketing,Brand Manager,927,1252,487,1159,2666,3825,2025,,Planta Industrial (Matriz),Full-Time,masculino
36247,Daniela Sofia Mendoza Perez,Comercial / Ventas,Preventista (BEES),2206,986,675,671,3867,4538,2025,,Oficinas Administrativas,Full-Time,femenino
36248,Miguel Luis Sanchez Sanchez,Comercial / Ventas,Key Account Manager,1175,835,699,296,2709,3005,2025,,Planta Industrial,Part-Time,masculino
36249,Ana Sofia Garcia Flores,Comercial / Ventas,Preventista (BEES),1893,249,117,1494,2259,3753,2025,,Planta Industrial (Matriz),,femenino
36250,Valentina Daniela Vargas Sanchez,Marketing,Brand Manager,3372,489,620,972,4481,5453,2025,,Oficina Regional,Part-Time,femenino
36251,Silvia Maria Ramirez Martinez,People (RRHH),Business Partner,2802,1420,864,916,5086,6002,2025,,Planta Industrial,Full-Time,femenino
36252,Juan Ricardo Martinez Suarez,Operaciones (Supply),Maestro Cervecero,1235,126,102,1055,1463,2518,2025,,Oficinas Administrativas,Full-Time,masculino
36253,Sergio Raul Gonzalez Ortega,Sostenibilidad,Coordinador de Agro,2313,1432,331,1311,4076,5387,2025,,Planta Industrial,Full-Time,masculino
36254,Andrea Lucia Flores Vargas,People (RRHH),Business Partner,2159,966,852,870,3977,4847,2025,,Centros de Distribucion,Part-Time,femenino
36255,Victor Alberto Rodriguez Torres,Comercial / Ventas,Preventista (BEES),3871,710,685,713,5266,5979,2025,,Centros de Distribucion,Full-Time,masculino
36256,Hugo Fernando Diaz Suarez,Operaciones (Supply),Operador de Envasado,1084,1465,218,1124,2767,3891,2025,,Oficina Regional,Full-Time,masculino
36257,Claudia Camila Morales Torres,Logistica,Gestor de Flota,4133,882,105,566,5120,5686,2025,,Planta Industrial,Part-Time,femenino
36258,Carmen Daniela Gonzalez Rojas,Operaciones (Supply),Maestro Cervecero,1292,374,372,708,2038,2746,2025,,Oficina Regional,Part-Time,femenino
36259,Carlos Pedro Mendoza Castro,People (RRHH),Reclutador (Trainee),4150,692,575,721,5417,6138,2025,,Oficina Regional,Full-Time,masculino
36260,Paula Gabriela Martinez Herrera,Operaciones (Supply),Operador de Envasado,1405,1304,711,1387,3420,4807,2025,,Oficinas Administrativas,Full-Time,femenino
36261,Rafael Andres Perez Rodriguez,Logistica,Planificador de Demanda,4664,1431,30,632,6125,6757,2025,,Planta Industrial,Full-Time,masculino
36262,Eduardo Sergio Delgado Mendoza,Comercial / Ventas,Preventista (BEES),3238,293,392,760,3923,4683,2025,,Planta Industrial (Matriz),Full-Time,masculino
36263,Elena Carmen Lopez Herrera,Comercial / Ventas,Key Account Manager,2436,1252,980,612,4668,5280,2025,,Planta Industrial (Matriz),Full-Time,femenino
36264,Sergio Ricardo Suarez Sanchez,Finanzas,Controller Financiero,2600,380,984,1154,3964,5118,2025,,Oficinas Administrativas,Full-Time,masculino
36265,Luis Sergio Lopez Mendoza,Sostenibilidad,Coordinador de Agro,3860,1488,327,847,5675,6522,2025,,Centros de Distribucion,Part-Time,masculino
36266,Carlos Andres Ramirez Sanchez,Comercial / Ventas,Key Account Manager,4340,171,98,827,4609,5436,2025,,Planta Industrial (Matriz),Part-Time,masculino
36267,Laura Camila Vargas Lopez,Logistica,Gestor de Flota,4991,269,470,274,5730,6004,2025,,Planta Industrial (Matriz),Part-Time,femenino
36268,Luis Rafael Diaz Castro,Marketing,Brand Manager,4200,1414,968,531,6582,7113,2025,,Oficina Regional,Full-Time,masculino
36269,Pedro Andres Perez Martinez,People (RRHH),Reclutador (Trainee),2079,620,912,1019,3611,4630,2025,,Planta Industrial,,masculino
36270,Hugo Andres Rodriguez Torres,Operaciones (Supply),Operador de Envasado,3271,477,380,1064,4128,5192,2025,,Planta Industrial,,masculino
36271,Juan Sergio Flores Martinez,Operaciones (Supply),Maestro Cervecero,4757,475,398,342,5630,5972,2025,,Oficina Regional,Full-Time,masculino
36272,Diego Diego Herrera Rodriguez,Tecnologia (Tech),Analista de Datos,928,1334,451,1301,2713,4014,2025,,Oficinas Administrativas,Full-Time,masculino
36273,Jose Jorge Ortega Garcia,Marketing,Brand Manager,3140,390,559,787,4089,4876,2025,,Oficinas Administrativas,Full-Time,masculino
